timestamp,attack_type,target_industry,country,financial_loss,affected_users,response_time,defense_mechanism,data_breach_size,network_traffic,vulnerability_score,employee_training_hours,high_risk_incident
2015-02-27,Malware,Education,Australia,152.785063678098,10229,3.4698362292446068,Multi-Factor Auth,261.9107976418125,760.3698587709872,3.3596323417153293,16,1
2015-02-28,Malware,Technology,UK,25.993651490543424,9955,1.256901983433055,Security Training,105302.29867963391,1235.8988800122681,4.040997051307251,21,0
2015-03-01,Malware,Government,India,20.56560164864924,10067,2.2136590236237614,Multi-Factor Auth,7062.169266260771,737.3490079158055,7.789945597355705,17,0
2015-03-02,Malware,Education,Japan,0.7151985971337073,9996,3.414179361415722,IDS,2499.954636213874,1211.2591618428255,7.385699247725496,25,0
2015-03-03,Insider Threat,Finance,Germany,8.3273857914823,9932,3.2886488309304163,Multi-Factor Auth,24147.972683728007,517.3453976659314,1.939413895245957,16,0
2015-03-04,DDoS,Education,Germany,27.334373419646234,9973,6.142051063969552,Multi-Factor Auth,704.1352427085083,1422.5846203133524,9.793962761803977,19,0
2015-03-05,SQL Injection,Retail,India,3.548104343754703,9906,4.469555607740146,IDS,295.3262942069246,1340.5399015319902,7.769253287532558,13,0
2015-03-06,Phishing,Technology,UK,35.74299315216793,10122,7.6582222854930615,Security Training,2297.860741131244,834.2249475632343,2.4708993347801265,15,0
2015-03-07,Malware,Healthcare,Germany,30.34989060889127,10133,2.4472789122056264,Multi-Factor Auth,3847.1477129667373,752.3078103768598,2.1204691383696614,23,0
2015-03-08,Ransomware,Finance,UK,72.87193591488035,10036,3.1787924798618903,Encryption,8614.244189441837,1137.3407537500361,1.787921976344645,23,0
2015-03-09,Malware,Government,Brazil,53.9114769837998,10136,5.734289642284981,Security Training,155.6242063015409,542.1681334588752,7.58609799993048,18,0
2015-03-10,Ransomware,Technology,India,29.524774000414883,10015,8.196492043765385,IDS,1196.7518091150791,1010.4256260382754,3.126579044250959,14,0
2015-03-11,SQL Injection,Healthcare,Australia,12.722726956098773,9862,11.126900656874785,Firewall,6.253056684187963,757.7234695246481,1.6567119566489885,26,1
2015-03-12,SQL Injection,Education,UK,64.88919252290853,9943,5.658509594961714,Encryption,280.14341211951313,923.7069654166078,4.79644848485326,22,0
2015-03-13,SQL Injection,Healthcare,Brazil,61.52646698717758,10190,4.001985779090423,Security Training,12463.04403901596,806.8453686778995,7.378285882603665,34,0
2015-03-14,Ransomware,Technology,UK,8.320215184918538,9769,2.0794157119750447,IDS,20374.74896199478,760.4894101318655,3.741007742615384,14,0
2015-03-15,Malware,Technology,UK,123.10943230226002,9886,3.6167976124585506,Encryption,303.6849846299727,1511.4382472873758,5.343810151761837,15,1
2015-03-16,SQL Injection,Retail,Germany,3.3286356225961864,10115,1.0885768033816385,Security Training,1557.4278134007595,1234.1630450010916,2.7340747137103794,20,0
2015-03-17,Insider Threat,Retail,USA,2.8305127937369803,10036,0.528829005225671,Firewall,3137.5964068661683,556.0411053483563,4.8623366878412675,22,0
2015-03-18,Ransomware,Healthcare,Japan,10.372764019213244,9936,5.778487422305622,Security Training,25750.782080379147,737.2559785697774,4.230480082826178,17,0
2015-03-19,Ransomware,Education,UK,120.09861756679021,10174,3.643451539173802,Firewall,63461.56544403847,1257.2347088004738,4.9052657366875465,18,1
2015-03-20,Malware,Healthcare,UK,36.698263341571234,10021,1.6489249274384385,Firewall,4048.754210542289,1290.6060531413523,5.191404389631195,16,0
2015-03-21,Ransomware,Technology,UK,77.54451835309312,9962,2.7516393122689555,Multi-Factor Auth,1770.0563988822826,584.4751913041462,1.830689575380295,17,0
2015-03-22,Ransomware,Technology,USA,12.928381266553066,10049,2.119918284259322,IDS,166.10378147223625,1209.5814546073912,1.8403151704346188,25,0
2015-03-23,SQL Injection,Government,Brazil,33.688994621460516,9926,3.6114536733366784,Multi-Factor Auth,3700.186375506148,1079.5087348399068,3.345495254694202,16,0
2015-03-24,Malware,Retail,Australia,22.180897744350396,10039,5.369360261605806,Firewall,189064.78308966185,417.4990104803194,2.041825187042938,17,0
2015-03-25,SQL Injection,Government,Australia,87.96324138852482,10009,4.593159266793749,IDS,39355.26719373326,879.0406844820072,3.2750588228268644,20,0
2015-03-26,SQL Injection,Finance,India,1.1431918082509513,10092,1.432116866805774,IDS,4228.982048124766,959.1510050948492,1.220895852254743,19,0
2015-03-27,Malware,Technology,Germany,13.975294764615148,9963,5.612261704728592,IDS,5468.478031028618,1014.5475416102045,4.156654696770445,15,0
2015-03-28,Phishing,Government,USA,8.2776011930351,9932,3.5718083642037346,Encryption,752.1736968229691,603.8251638039931,2.9206917958902983,12,0
2015-03-29,SQL Injection,Healthcare,Brazil,98.01684941497471,9883,4.909822607963092,Security Training,1459.3242169535467,771.0953487445879,9.029317148900738,19,0
2015-03-30,Insider Threat,Retail,UK,31.512736581599842,10010,1.3462741607390891,Firewall,4004.5974843517147,813.1168784054757,8.723418353159957,23,0
2015-03-31,Insider Threat,Retail,Brazil,25.89419406257155,9854,3.588662840707464,IDS,4028.980642496577,839.2972850020748,3.70376955940344,23,0
2015-04-01,Ransomware,Education,USA,29.84485050708827,10021,2.955615805193343,Encryption,22505.159337743924,844.3007658241552,5.279366030659245,28,0
2015-04-02,Insider Threat,Healthcare,USA,178.64298875034868,9944,9.732238740041344,Encryption,20417.871811168057,960.210126725655,9.602128948705316,19,1
2015-04-03,Ransomware,Education,USA,94.9452102282869,10006,5.205963876377967,Firewall,8443.342672463521,1092.8909845331252,5.7168673627495465,18,0
2015-04-04,Phishing,Government,India,61.27153124951189,9851,8.898023930927375,Multi-Factor Auth,404.11829463412727,1532.2677173543739,8.635899433311991,12,0
2015-04-05,Malware,Finance,Japan,17.158256352029312,9953,1.4433549977722717,Encryption,435.79387057096136,1261.2666260639699,8.437372991317197,15,0
2015-04-06,Malware,Healthcare,Germany,9.026538032455136,10179,4.170064447772281,Firewall,504.8276376498399,1395.0590168529259,9.47160074887942,18,0
2015-04-07,Malware,Healthcare,India,127.19057606424332,10121,4.232539184765997,Encryption,4774.481107451006,855.7732944928952,3.75130578843097,18,1
2015-04-08,Insider Threat,Healthcare,India,27.502195488472726,10153,11.673571343100624,Firewall,51.79832902226606,698.8230549271211,1.39101108622331,21,1
2015-04-09,Phishing,Education,Japan,16.338875102493684,10114,3.5463762082403134,IDS,2943.7803128506935,1240.4275826641997,1.9355836037189933,19,0
2015-04-10,Insider Threat,Government,India,31.83085959077233,9974,1.4875227797017336,Multi-Factor Auth,49875.51265360061,995.1367180345719,6.141677670207488,17,0
2015-04-11,Insider Threat,Healthcare,USA,124.95885316789885,10131,1.0125257100523875,Encryption,11312.36969605739,1219.095340038861,5.772501749446775,19,1
2015-04-12,Phishing,Healthcare,USA,24.475007942459243,9887,2.013773643222007,Encryption,1478.1473293577446,735.3099326244875,3.686077298566408,14,0
2015-04-13,Phishing,Retail,Brazil,41.35004522759347,10107,8.424140690910113,Encryption,737.6645430140657,1194.5731296302927,3.238419676593931,15,0
2015-04-14,Phishing,Finance,UK,81.21902522553496,9999,0.8928163535133969,Security Training,14934.519681742437,947.4251540770325,7.384432866516528,25,0
2015-04-15,Phishing,Retail,India,27.85504411489913,10052,5.5070551669982954,Security Training,5497.840908761493,861.7297046595191,4.064525848023337,14,0
2015-04-16,Malware,Retail,UK,13.298755913243804,10019,4.503218924949632,IDS,1820.9891015422977,889.9732703049965,6.4355660733952424,39,0
2015-04-17,DDoS,Finance,Germany,260.38498517938217,10015,3.354848969684163,Encryption,917.7621325615323,1147.1300251743633,7.410642278574494,20,1
2015-04-18,DDoS,Government,Australia,156.83122879725298,9996,0.8028460494940871,Multi-Factor Auth,3472.97196130082,1232.2423949033168,4.874188395698299,24,1
2015-04-19,Phishing,Retail,USA,92.72830866151305,10010,6.445104367631407,Security Training,1626.0783456865101,890.0757526837427,2.7406563892890494,12,0
2015-04-20,DDoS,Government,Brazil,58.29755705554689,9974,6.835608574461593,Firewall,14310.64778948048,1103.2929485269988,8.747021449484206,12,0
2015-04-21,DDoS,Retail,Germany,17.46834479243761,10046,2.0351671923894448,Firewall,35679.73615677677,1102.2449182999533,1.8417785432391822,12,0
2015-04-22,Phishing,Technology,Brazil,122.33024380037469,9967,2.172133213513841,Firewall,193.54312276633976,1221.501058009488,8.465236146313897,23,1
2015-04-23,DDoS,Finance,Australia,16.11758699548699,9967,0.27970680186020574,IDS,256.8162516211101,1296.074557984946,8.53011618532842,17,0
2015-04-24,Insider Threat,Retail,Australia,80.67467995039647,10143,5.253059972190803,Encryption,44183.750967149004,1543.3664161818137,6.138993386968741,17,0
2015-04-25,Ransomware,Technology,Japan,125.20946939257995,10010,2.960277111175027,Encryption,4153.214473506136,860.4488840430963,6.665284462812657,27,1
2015-04-26,Ransomware,Education,USA,46.191433598435886,9987,2.470315041885153,Security Training,310.0391954500361,1438.0029698980554,4.222153549759684,16,0
2015-04-27,Phishing,Technology,Germany,81.24184804879505,9972,4.036554987983365,Firewall,21300.87037036849,1035.122312518402,8.574257999137801,27,0
2015-04-28,Malware,Healthcare,Japan,78.43762016979744,10011,2.9745324141849214,IDS,5903.910457647416,671.5596383764903,3.373333170052501,24,0
2015-04-29,Phishing,Retail,Australia,10.731355414262632,10161,0.6855797069398917,Multi-Factor Auth,244382.8968926244,804.8546541858184,6.0379845731030315,24,0
2015-04-30,Malware,Technology,Germany,55.1196423384483,9900,1.5454973515681392,Encryption,1861.9817294602462,1139.7880360648642,1.0161535191404978,19,0
2015-05-01,Ransomware,Government,Brazil,4.906443960126563,10087,0.17965555084829307,Encryption,27375.616684080793,1217.128213577642,9.45858795329667,20,0
2015-05-02,Phishing,Education,Japan,35.4486010874064,9917,6.623325228388477,IDS,164.40470833749959,695.1196429816512,9.534668717890668,24,0
2015-05-03,SQL Injection,Retail,Japan,8.850915085572728,10034,3.4213991293793433,Security Training,48632.878831880604,770.8347230145312,7.3937501663235805,15,0
2015-05-04,Insider Threat,Healthcare,USA,26.922646607194473,9954,1.2170496411084064,IDS,19698.94020192363,840.0650029423261,4.809158486709236,10,0
2015-05-05,DDoS,Technology,UK,89.48270675952482,9847,11.009785254602106,Security Training,73769.07372824283,740.989593430581,2.607499912344786,28,1
2015-05-06,Malware,Education,Brazil,217.7900365144953,9968,1.4385229209113204,Encryption,27478.540539716243,435.974502925754,5.432165974363038,27,1
2015-05-07,SQL Injection,Retail,Brazil,19.13333625066439,9939,2.7842104484299197,Security Training,2445.252401427512,334.20588611100834,8.122694251125134,22,0
2015-05-08,DDoS,Education,Japan,37.95961634124127,9913,1.3854434122946444,Security Training,286.5023882084852,885.4578653504885,6.4474625965962336,15,0
2015-05-09,DDoS,Healthcare,Japan,35.80012160459564,10105,0.821720169837235,Security Training,894.1684670151027,1075.62378688791,5.747469143056828,36,0
2015-05-10,Phishing,Technology,USA,154.39403366701748,10093,9.521695070858833,Security Training,88.03189795878723,1196.6756820275953,8.644997919940124,13,1
2015-05-11,DDoS,Education,UK,32.56032890928643,9910,11.463321448193547,Firewall,472.577586474489,591.2997778076667,3.818205423184339,21,1
2015-05-12,Insider Threat,Education,Brazil,60.0498959178029,9996,7.482401522239363,Firewall,6986.414093800089,596.3982647821905,8.739675732171825,15,0
2015-05-13,SQL Injection,Finance,Australia,127.41739784371278,9940,3.9163151326376644,Firewall,2709.4318497341837,841.6214190686932,4.955080624644529,22,1
2015-05-14,DDoS,Education,India,23.37063419521373,9986,7.397363582002091,Firewall,1906.1098564695951,1001.0027358665716,1.0217244820689064,28,0
2015-05-15,Phishing,Finance,India,116.20179539542379,9931,7.089730589441765,IDS,610.2045129475381,1302.6344801190396,7.587478069300617,20,1
2015-05-16,Insider Threat,Technology,UK,124.72132413189081,10062,4.826241194110064,Multi-Factor Auth,86.07353407422296,1215.316620757066,8.90059046180675,17,1
2015-05-17,Ransomware,Retail,Germany,133.43847254077892,10187,2.467746289358512,Security Training,4290.532913527073,889.6515486558811,5.359247551173443,15,1
2015-05-18,SQL Injection,Retail,USA,15.766107234052729,10018,2.1171258173041934,IDS,6363.414510166503,1108.0465913853293,5.092730822395949,21,0
2015-05-19,DDoS,Technology,UK,25.570922828661836,10048,5.76437347019624,Firewall,410.2935503227861,746.9382282609488,8.249035829778872,18,0
2015-05-20,Phishing,Technology,India,102.16354616149057,9923,3.743038767931662,Security Training,1025.6885884937064,1022.3037266949469,8.962972722605208,16,1
2015-05-21,Ransomware,Government,Japan,22.248915495476677,10054,2.9320522545095304,Multi-Factor Auth,65138.23012781438,981.273012089937,9.769780952108018,22,0
2015-05-22,Ransomware,Technology,India,45.846175718627016,9946,2.39611919545132,Security Training,30302.815474988,1421.2906869483963,4.110852620085324,26,0
2015-05-23,Malware,Education,Japan,6.281251224979599,10027,4.570702728200055,Encryption,153.10912103247713,1148.0665251476373,6.352198900614861,25,0
2015-05-24,Insider Threat,Retail,USA,2.8960228119150675,10064,9.803019096725471,Encryption,2516.7589594671454,768.7644861991892,8.406265103841701,20,0
2015-05-25,DDoS,Healthcare,Japan,26.550905459183326,9958,5.816518226927049,IDS,54715.99532370651,771.8335522561955,5.78666731171186,18,0
2015-05-26,Phishing,Retail,UK,43.24621025379335,10001,2.2827025730449293,Multi-Factor Auth,1933.6370790607746,900.0725401315601,5.1566799987341465,17,0
2015-05-27,Malware,Finance,Japan,24.93654580537847,9909,2.705869297444306,IDS,1740.8236167652658,530.6601986670769,6.147388730725629,17,0
2015-05-28,Insider Threat,Retail,Germany,43.10620119142655,10125,0.990885099826742,Security Training,26515.24828536664,930.9938865559632,4.211802993405714,25,0
2015-05-29,Malware,Government,UK,36.18901873338326,9969,3.29518897667695,Multi-Factor Auth,21464.130854493753,956.9022371054912,2.728684846869591,18,0
2015-05-30,SQL Injection,Technology,USA,57.87151683357574,9882,2.726703027716903,IDS,19353.07674565127,1139.9580636899116,1.5996800206889663,21,0
2015-05-31,Insider Threat,Technology,UK,52.42435523962187,9918,0.5837909106088356,Security Training,1765.2198131684981,1183.6376056446552,6.489826880024741,16,0
2015-06-01,Insider Threat,Retail,Germany,27.603713867963204,10073,4.5521643458655765,Firewall,11223.623000789343,1029.6749228164117,4.412209253337949,20,0
2015-06-02,DDoS,Healthcare,USA,27.66884803441863,10081,2.604991616603387,Security Training,59248.22068481654,511.00219400813165,8.946577029274925,21,0
2015-06-03,Insider Threat,Healthcare,India,7.586417303116014,10007,3.7601584062686295,IDS,2697.963756107746,633.6860406556791,3.0066326119210958,17,0
2015-06-04,Malware,Government,Germany,35.999057851602764,9860,5.861705427168859,Multi-Factor Auth,1330.3279335106968,818.4685229201742,3.7964048500802097,21,0
2015-06-05,Insider Threat,Finance,USA,44.237075220310096,9905,4.060288674129635,Multi-Factor Auth,34896.62079621426,1195.6874345904666,9.734556126042186,19,0
2015-06-06,DDoS,Retail,Australia,32.35989977466557,9975,3.2211068003850802,Firewall,178238.81828576268,1185.5571913223976,6.006620842435219,17,0
2015-06-07,DDoS,Technology,Japan,19.70455206886449,10070,3.414023328191176,IDS,204845.18283612514,925.1685180715697,4.120777385643858,16,0
2015-06-08,SQL Injection,Retail,UK,63.943536722309034,9955,3.537914900701777,Firewall,1409.4812395331685,1707.9191229300618,8.748048914276445,18,0
2015-06-09,Malware,Government,USA,3.879790939083845,9819,3.0227413044176776,Encryption,1723.1675948464683,1468.470275519707,7.6903758058175775,16,0
2015-06-10,Ransomware,Education,UK,122.92708581766627,9998,1.7688464747305293,Security Training,380.5719808273767,1371.9758193555715,6.158286405243369,22,1
2015-06-11,Ransomware,Education,Japan,1.042974695986164,10129,5.507726862914851,Encryption,3774.8074313897114,1210.1974463777897,9.001897218148866,21,0
2015-06-12,Insider Threat,Government,USA,163.97129344599418,9906,4.453096018414328,Encryption,347.8467944779926,1137.5625261525142,1.8456537196685256,17,1
2015-06-13,SQL Injection,Technology,India,31.027895281811507,10018,6.615563428469487,Firewall,1039.7474400991314,1115.672810833322,4.550445491769176,14,0
2015-06-14,Phishing,Government,Australia,26.608417059921052,9995,6.515494809360049,Firewall,12115.726474423984,458.49126149125993,8.294950934431508,16,0
2015-06-15,Insider Threat,Technology,Australia,14.815560998461624,9900,1.6973786351186535,Security Training,6502.583381805897,684.6146929615876,4.473486945906954,13,0
2015-06-16,SQL Injection,Healthcare,Germany,0.5061095900510398,9970,2.2875407955240274,Firewall,79.72294126955589,933.3589639754205,9.340628740855735,23,0
2015-06-17,Malware,Government,USA,16.064718775559346,10171,2.2415946108959104,Firewall,68911.93034756761,1038.3617486232722,2.372690152430603,20,0
2015-06-18,Malware,Technology,Japan,5.792990119926452,9813,3.773655331958834,Firewall,339.0026165192475,962.6630431472221,4.0297357560994485,17,0
2015-06-19,Malware,Government,USA,53.9141433448893,9901,4.917080239439157,Firewall,436.2136526082133,1081.6830343632994,4.831683059343819,24,0
2015-06-20,Malware,Government,UK,19.215153520334415,10013,5.764281195838267,Firewall,250.1737550058547,369.0098350772082,7.182658776429683,16,0
2015-06-21,Malware,Technology,Brazil,72.87433857750125,10014,1.700138556260965,Encryption,794.2778387298488,1151.6992908458,2.7581453388296544,16,0
2015-06-22,SQL Injection,Technology,USA,11.591318616097753,10209,3.653211970585336,Encryption,495.90642153659445,1018.6412667435986,1.088774518418999,15,0
2015-06-23,SQL Injection,Finance,Australia,115.2468214770761,10176,1.287716064965783,Security Training,520.6786816523719,943.7650123725084,9.788583827685034,17,1
2015-06-24,DDoS,Government,Australia,37.01000182229884,10088,6.430284346755472,Multi-Factor Auth,21.573288298075862,1278.193610358078,9.088813890062656,24,0
2015-06-25,Ransomware,Education,Australia,6.080490974504624,10049,3.750759499054553,Security Training,3865.532722937713,686.3399849891331,3.7019987684898226,19,0
2015-06-26,Malware,Government,India,25.611767152129083,10002,2.670269554047875,IDS,4741.602015927191,928.9315442116024,5.351327558920899,28,0
2015-06-27,Phishing,Government,USA,11.58150578172943,10025,4.486310692283379,Security Training,265352.2521752131,1085.3255234195462,5.400281893483331,17,0
2015-06-28,SQL Injection,Technology,Germany,11.137520565704591,9807,6.6688542784294835,Security Training,7884.72005540906,744.0966074171076,8.82303000063636,16,0
2015-06-29,Phishing,Government,USA,35.298424940684,10020,10.45215560641762,Firewall,1104.1399229005299,398.99680657535237,6.373541270319892,19,1
2015-06-30,Phishing,Retail,Brazil,55.72062520791976,9924,5.747837026961723,Firewall,270.0399856553374,654.0879668963805,8.43787920482083,19,0
2015-07-01,Phishing,Government,Australia,121.30446375784794,9924,0.9755111330933222,Firewall,2458.845181771482,980.5838238268326,9.207947362105442,14,1
2015-07-02,DDoS,Retail,UK,34.87402888525065,10023,1.1486429447069233,Multi-Factor Auth,7313.269953511547,925.2940769011379,6.09357818541338,14,0
2015-07-03,SQL Injection,Education,Australia,168.8332025878252,9967,9.092053511719847,Firewall,1089.313283303124,994.5201852499872,3.569342209648352,18,1
2015-07-04,Phishing,Technology,USA,142.05181746857457,10044,4.559158915867669,IDS,3367.857460280383,802.2169467629618,5.488370252586812,17,1
2015-07-05,Malware,Government,India,100.14718964581917,10110,2.1140951257689373,Encryption,132549.06902515155,606.3208502340617,8.657826478517658,12,1
