timestamp,attack_type,target_industry,country,financial_loss,affected_users,response_time,data_breach_size,network_traffic,vulnerability_score,high_risk_incident
2020-05-06,Insider Threat,Government,Japan,12.204264441244291,10007,3.9676962567116214,11380.42770453624,501.43674587179447,1.5264223999711222,0
2020-05-07,Malware,Healthcare,Japan,103.03133696331639,9995,4.017546008000451,7187.10111856386,866.6741351813646,5.376438197632698,1
2020-05-08,Insider Threat,Education,USA,4.5569554616986006,9987,1.587386996062525,413.51855208198185,1076.4721088551191,3.4856766093300307,0
2020-05-09,Insider Threat,Healthcare,Japan,33.41145568609931,9944,0.6631908963462159,418.2267905939008,1018.5811591728287,4.58001295582283,0
2020-05-10,DDoS,Healthcare,Japan,58.78806869130098,10112,4.66413873357819,2332.78370422812,1193.0434435633626,3.465724117380426,0
2020-05-11,Insider Threat,Finance,Japan,15.173712427576916,9945,7.99778152414675,305.8886468742859,1329.2291826523115,2.577408579333319,0
2020-05-12,Malware,Healthcare,UK,48.94032993085149,10048,2.6532051338709035,26436.84399260584,670.429700385582,4.4829080815274995,0
2020-05-13,Insider Threat,Finance,USA,88.4173301413156,9910,0.5410261741920357,1822.1619729134077,993.7286888612063,9.684047111300337,1
2020-05-14,DDoS,Technology,Japan,10.556856825563713,10055,2.4079038395078878,316.94975740408063,817.0127123520502,3.3960508030897034,0
2020-05-15,DDoS,Finance,Japan,124.57879710286397,10090,2.8298062129798174,2494.9432993931746,625.3209746615623,4.023699796422861,1
2020-05-16,Malware,Education,UK,40.322348972392355,9949,6.801357350761452,7576.8028456406155,984.4482412713373,3.963178301721676,0
2020-05-17,Ransomware,Finance,USA,17.77892043202979,10059,5.682418465928772,700.0170164135257,1129.4998551573974,5.322599378114862,0
2020-05-18,Ransomware,Technology,Germany,28.181289960671453,10084,3.3828064104468933,55.357802516497536,1147.2031313634202,8.591549849135053,0
2020-05-19,Insider Threat,Education,UK,18.71226904005886,10089,8.055238779849294,3838.110785303953,881.4364650239335,4.619103323946805,1
2020-05-20,Phishing,Government,USA,64.56942404864951,9831,3.1611797956890073,261.3866514846362,697.6392995801592,8.255331676297377,0
2020-05-21,Insider Threat,Government,Japan,79.55551062895448,9814,2.671070857126488,609.4173482556084,806.6111098291308,2.035108984892834,0
2020-05-22,Malware,Finance,USA,89.46933202629982,9893,1.3811219024437573,7617.552019615068,436.95039234913236,9.054164842139018,1
2020-05-23,Malware,Finance,USA,212.61399328565778,10163,1.5846489151185905,919.8422690804799,643.2090004592296,2.6677367517154114,1
2020-05-24,Malware,Technology,USA,78.33911020895368,10008,1.951526381908901,2247.9555246320847,669.2131110271997,1.3528134917427472,0
2020-05-25,Malware,Technology,Germany,45.987845442616646,10071,3.0807784132967226,54507.969388577956,1253.591494166539,2.4251903233935703,0
2020-05-26,Malware,Healthcare,USA,20.716738757620753,10045,2.304204519813766,1474.2804648195922,1253.3210889870559,2.7167481216158675,0
2020-05-27,DDoS,Technology,Germany,39.3284565677448,10020,7.401758180178779,169843.42889413377,1638.8444884423325,5.576537148520232,0
2020-05-28,Ransomware,Healthcare,Japan,2.0967646999105694,10036,3.158555487242449,13092.95121874522,1072.098049857936,5.049444634777502,0
2020-05-29,Malware,Education,Germany,68.2902995342612,10144,2.933188073898408,462.77982285089575,854.8341923851548,7.442869752385377,0
2020-05-30,Phishing,Finance,Japan,29.525517596906507,9824,4.242260719864285,1149.7419111031127,1003.5915543291289,1.4585597721429713,0
2020-05-31,Phishing,Education,Japan,1.0113205703406933,10045,4.804074928938779,238.58227751108106,949.2319718588051,5.47935626238476,0
2020-06-01,Phishing,Technology,Germany,3.227296272137725,9934,1.0821943156677718,10667.028344761391,810.4842117010984,3.9922410423104275,0
2020-06-02,Phishing,Education,UK,24.507579255903597,10024,2.59468700778632,42151.653608422836,1095.976714372943,6.676356988819077,0
2020-06-03,DDoS,Education,India,43.784020269912205,9947,1.8786702195877714,1455.656558495312,1058.0065670951726,1.3932975171251658,0
2020-06-04,Phishing,Education,USA,31.20008460484301,9937,2.8017855036363217,72.039205533446,975.2255993180844,1.3144132802634343,0
2020-06-05,Malware,Technology,India,48.27461567780366,9814,1.5881721311413286,6129.93570275271,911.7132717112794,4.845264412566669,0
2020-06-06,Insider Threat,Education,USA,32.72462549347725,10000,6.509507438783661,531.6759604437779,1189.5704402940362,8.302055312813607,0
2020-06-07,Phishing,Healthcare,USA,54.19167851673541,10032,2.4667117009028954,719.5758648045164,833.877513064665,7.039846577217472,0
2020-06-08,DDoS,Technology,Japan,12.367077830120277,9872,3.979552646339805,5558.337502113626,879.0523817756293,1.1503548272040933,0
2020-06-09,DDoS,Education,USA,5.986676110035119,9933,2.1158381754352575,35030.284600546285,1142.5248192904232,2.6062488479271013,0
2020-06-10,Phishing,Technology,USA,45.370756172065676,10102,1.6164935616641731,13082.143088030538,1303.4439142184515,3.040583180656987,0
2020-06-11,Insider Threat,Government,Germany,33.149284012102726,10098,3.1817480620219,7037.455693022537,1276.0413396393913,4.807530347906752,0
2020-06-12,Phishing,Healthcare,India,1.3617593796249579,9849,3.1528454841792364,2176.548827788615,922.1241043482826,6.280441155296195,0
2020-06-13,DDoS,Education,Germany,23.940666890632436,10044,4.297158846764018,212.53954744846288,620.6957404114962,2.948141565075607,0
2020-06-14,Ransomware,Government,USA,5.6094994808501415,9971,3.275520607375217,5978.256408813588,913.1528108512167,4.4426280202506785,0
2020-06-15,Malware,Government,Japan,37.89568177057575,9946,1.237713416742155,12524.72449601476,1022.0516222405979,6.255490545943878,0
2020-06-16,DDoS,Technology,Germany,25.190653436987976,9994,0.7237164022348868,906.7214638639142,665.732992228571,4.4509177351148415,0
2020-06-17,Phishing,Government,Germany,47.48615990821807,9895,1.6985774281858934,1432.6384253707306,907.5711825928936,2.28852479246169,0
2020-06-18,Malware,Healthcare,UK,81.89244002240419,9926,1.9612318104397386,27449.516923471223,1362.1297136986532,5.424950129844013,1
2020-06-19,Phishing,Healthcare,USA,17.810087355807,9859,0.34892509124046306,1359.7402394729925,1044.2437736868333,3.915947763584249,0
2020-06-20,Phishing,Finance,Japan,163.64298436505734,10079,6.959844447553779,1735.2012892563087,837.8230560405399,8.777695262993522,1
2020-06-21,Ransomware,Healthcare,Germany,38.35416612945038,10141,3.4823938176250153,2497.8868065122656,1008.6516728385668,7.980624172844509,0
2020-06-22,Malware,Government,Germany,48.15481067803817,9915,1.2016655726647871,11283.707677739982,1025.1240348690137,2.712475830103205,0
2020-06-23,Malware,Healthcare,Japan,57.07688300328972,9929,5.892814979211993,5359.695316306249,887.9947355053287,2.3737221219775995,0
2020-06-24,Ransomware,Technology,USA,54.94034485879432,10039,5.804904993010351,4621.7375243580955,1231.7139505499824,4.1290900598305,0
2020-06-25,DDoS,Finance,UK,35.76664805616606,9831,4.006311738077224,62052.65799174837,451.47941985541195,4.709570503992332,0
2020-06-26,Phishing,Government,Germany,27.997667717762614,9939,7.828982540907402,1314.1720850862962,1141.5283239311743,9.388163361922553,0
2020-06-27,Insider Threat,Finance,UK,2.76411273225114,9983,3.0987892115829685,445.38193446819406,828.0557984135023,3.714586633767997,0
2020-06-28,Phishing,Government,India,1.116669459073306,9977,1.9677782249069373,23021.782443516844,1313.7113524159915,8.808259176716424,0
2020-06-29,Phishing,Technology,USA,22.155326623293288,10154,6.023931929961948,4730.864338870146,617.6073342248121,5.5477835141834415,0
2020-06-30,DDoS,Finance,India,20.297828240188203,9816,3.1463140454772835,917.3669968688693,1281.57282776366,8.970613530016507,0
2020-07-01,Phishing,Education,India,24.526250373937756,10088,5.72967694330154,1451.378643671781,763.2196200293685,7.317583995957278,0
2020-07-02,Ransomware,Government,India,7.446362338693667,9855,4.288586617628159,233.25678907597828,1096.5957734857348,7.37550071298432,0
2020-07-03,Ransomware,Education,USA,67.00266177559409,10011,5.1692385236799945,4737.952529540994,860.5000389053473,5.66917738746533,0
2020-07-04,Malware,Finance,USA,97.23309159805396,9926,4.7677245604029475,160.31777319615142,1338.162919627882,8.562736374203258,1
2020-07-05,Insider Threat,Education,Japan,139.61071072647718,10013,8.913542364891594,11661.593510342289,942.6759413079658,3.289823247175261,1
2020-07-06,Phishing,Education,UK,33.89936408768082,9954,1.9826050757022937,1048.5867344057274,783.0820105862686,9.166161443651822,0
2020-07-07,Phishing,Finance,UK,60.34313198160384,9819,2.732819222680031,183.44931129013045,1419.7299234422724,6.730982695323705,0
2020-07-08,DDoS,Technology,Japan,96.74148147169858,9936,4.307228346725438,26755.559791009917,915.9555305128889,4.948380113432732,1
2020-07-09,Ransomware,Education,Japan,27.089257363508345,9962,6.2903179640525115,271791.029351197,1156.5346115962893,9.839709130740014,0
2020-07-10,Insider Threat,Education,India,18.510651068889164,10058,5.16849932789053,7148.379864805002,1281.7133107808363,8.758126962204761,0
2020-07-11,Malware,Technology,Japan,138.0128976635403,10087,4.231653038741609,1684.3892723554984,736.1521571710159,7.948189115485296,1
2020-07-12,Ransomware,Education,Germany,36.250115628423835,10028,2.690817080088711,436.9694614402101,1126.5838854951346,3.4651222396204946,0
2020-07-13,Malware,Education,UK,34.383499051118314,10106,4.238940533724097,5032.485238170737,1167.1554447603376,9.76366630389158,0
2020-07-14,DDoS,Education,Japan,9.82606061437151,9994,0.9713373551052573,10651.601408188508,535.7566521387432,7.686887525433603,0
2020-07-15,DDoS,Healthcare,Germany,5.723147232907852,9891,2.126690643274363,3022.3389670082147,1096.9177890040746,6.446955556261374,0
2020-07-16,Phishing,Technology,Germany,92.29184098059352,9983,6.835505966528318,17869.950640149877,893.8270827264894,9.296193061119997,1
2020-07-17,Insider Threat,Education,Germany,47.61314925394347,10185,6.676561954004495,61560.725640025885,1486.0550478794164,2.4596351373621625,0
2020-07-18,Malware,Technology,Germany,19.71324704165669,9970,5.950452537060534,239.99632211089383,1259.8358546557997,2.251144474878491,0
2020-07-19,Ransomware,Government,India,10.643340505639411,10179,7.653667707636928,5367.398413966702,1131.7230207740597,6.073420729516841,0
2020-07-20,DDoS,Government,Germany,40.53995525967126,9949,4.6326746101711045,66.24341085672401,387.601530537944,1.5104223696979964,0
2020-07-21,Phishing,Education,India,43.84380106701943,9974,6.293098602702032,585.169992418176,1133.4958010201951,6.975881756803141,0
2020-07-22,Phishing,Technology,India,11.596199416599886,10074,9.248801598646692,12578.294087100567,771.7077985756503,3.166670243040578,1
2020-07-23,Malware,Technology,Germany,95.32679138695684,9769,2.605344922044284,2714.5727383923095,1262.0585416209149,2.0712392014876424,1
2020-07-24,DDoS,Technology,UK,4.401378265207314,9985,1.3295258588537235,118.89053084461959,952.0247927276699,4.685462648123302,0
2020-07-25,Insider Threat,Healthcare,Germany,22.010055275444813,9868,1.4132424142777573,24338.68473794335,844.2742179939394,5.193546637290074,0
2020-07-26,DDoS,Government,Germany,57.03181491635385,9881,6.1996665827828625,1005.7938621230792,869.0146268211855,2.53436377506464,0
2020-07-27,Malware,Technology,Germany,16.018553414332995,9817,15.073664933898543,16346.587803578092,888.934041640512,1.3738174386051898,1
2020-07-28,Malware,Technology,UK,87.91870902622742,9981,6.783983197025775,8311.238794392166,595.8317028058202,4.726500321149323,1
2020-07-29,DDoS,Healthcare,USA,67.32827089540851,9774,1.6544683563392142,563.2617486950718,635.1945913086263,7.835737023895869,0
